Orientation,Parent,Fluor,PWM,Window_size,P-value,ROI,N_without,N_with,Fluor_without,Fluor_with,Q-value,status,gain-loss,percent_change
bottom,dIS3_IS3_L,GFP,minus35,6,0.0007123309523579509,"[107, 113]",360,2667,1.079423545802856,1.125,0.008873608435087617,True,loss,-4.051240373079463
bottom,dIS3_IS3_L,GFP,minus35,6,0.13326712348951375,"[56, 62]",2914,113,1.119940476190476,1.0740740740740742,0.2623501555477112,False,gain,-4.0954321315734905
bottom,DIS3_IS150_R,GFP,minus35,6,0.17401702918269268,"[108, 114]",6330,24,1.111111111111111,1.0654761904761905,0.2997120452251403,False,gain,-4.107142857142843
bottom,DIS3_IS2_R,GFP,minus10,6,0.13336366319475657,"[66, 72]",4118,12,1.1299315619967794,1.0833333333333335,0.2623501555477112,False,gain,-4.123986817493527
bottom,DIS3_IS2_R,GFP,minus35,6,0.23054106116863549,"[104, 110]",4110,20,1.1306626143582665,1.0833333333333333,0.3376163495058399,False,gain,-4.185977357338917
bottom,dIS3_IS3_L,mScarlet,minus35,6,0.03369607716902294,"[19, 25]",2997,30,1.0444444444444445,1.0,0.12141726979912398,False,gain,-4.255319148936176
bottom,dIS3_IS3_L,mScarlet,minus10,6,0.008752282598505764,"[70, 76]",2991,36,1.0444444444444445,1.0,0.0534655056578183,False,gain,-4.255319148936176
bottom,dIS3_IS3_L,mScarlet,minus10,6,0.062099774009035345,"[129, 135]",3016,11,1.0444444444444445,1.0,0.1713639333413887,False,gain,-4.255319148936176
bottom,dIS3_IS3_L,mScarlet,minus10,6,0.05749076659827651,"[109, 115]",3016,11,1.0444444444444445,1.0,0.16490772524242472,False,gain,-4.255319148936176
top,dIS3_IS3_L,mScarlet,minus35,6,0.03287180819242511,"[5, 11]",2995,32,1.0444444444444445,1.0,0.1194342364324779,False,gain,-4.255319148936176
top,dIS3_IS3_L,mScarlet,minus35,6,0.25462045237373776,"[144, 150]",3013,14,1.0444444444444445,1.0,0.35354941794569955,False,gain,-4.255319148936176
top,dIS3_IS3_L,mScarlet,minus35,6,0.23307917706710507,"[121, 127]",3011,16,1.0444444444444445,1.0,0.3376163495058399,False,gain,-4.255319148936176
bottom,dIS3_IS3_L,mScarlet,minus10,6,0.2540108402056177,"[58, 64]",3016,11,1.0444444444444445,1.0,0.35354941794569955,False,gain,-4.255319148936176
top,dIS3_IS3_L,mScarlet,minus35,6,0.019054938449122125,"[110, 116]",3016,11,1.0444444444444445,1.0,0.08225696201799254,False,gain,-4.255319148936176
bottom,dIS3_IS3_L,mScarlet,minus35,6,0.09968248500748744,"[96, 102]",3017,10,1.0444444444444445,1.0,0.22874507085928697,False,gain,-4.255319148936176
top,dIS3_IS3_L,mScarlet,minus10,6,0.09968248500748744,"[14, 20]",3017,10,1.0444444444444445,1.0,0.22874507085928697,False,gain,-4.255319148936176
bottom,dIS3_IS3_L,mScarlet,minus35,6,0.17054759479486314,"[55, 61]",3005,22,1.0444444444444445,1.0,0.2997120452251403,False,gain,-4.255319148936176
bottom,dIS3_IS3_L,GFP,minus10,6,0.01178455700385161,"[68, 74]",205,2822,1.0714285714285714,1.121212121212121,0.0597449634148756,False,loss,-4.440154440154434
bottom,dIS3_IS3_L,mScarlet,minus35,6,0.01826856935471984,"[56, 62]",2914,113,1.0476190476190477,1.0,0.08175182955890195,False,gain,-4.54545454545455
bottom,dIS3_IS3_L,mScarlet,minus35,6,0.0007061066602373743,"[134, 140]",2949,78,1.0476190476190477,1.0,0.008873608435087617,True,gain,-4.54545454545455
bottom,dIS3_IS3_L,mScarlet,minus10,6,0.05162655502138867,"[142, 148]",245,2782,1.0,1.0476190476190477,0.1531236597913297,False,loss,-4.54545454545455
bottom,dIS3_IS3_L,mScarlet,minus35,6,0.00011585001690541863,"[58, 64]",239,2788,1.0,1.0476190476190477,0.0022959366986710235,True,loss,-4.54545454545455
bottom,dIS3_IS3_L,mScarlet,minus10,6,0.0067431080070076916,"[68, 74]",205,2822,1.0,1.0476190476190477,0.050444332901562965,False,loss,-4.54545454545455
top,dIS3_IS3_L,mScarlet,minus35,6,0.012658884277017085,"[141, 147]",2929,98,1.0476190476190477,1.0,0.06222838257111608,False,gain,-4.54545454545455
top,DIS3_IS150_R,GFP,minus10,6,0.294359184547088,"[108, 114]",6344,10,1.111111111111111,1.0596491228070177,0.38656808573051316,False,gain,-4.631578947368389
top,DIS3_IS150_L,mScarlet,minus35,6,0.11633900774563194,"[30, 36]",3149,13,1.111111111111111,1.0555555555555556,0.2511079573123541,False,gain,-4.999999999999983
top,DIS3_IS150_L,mScarlet,minus35,6,0.4030485352432943,"[14, 20]",3151,11,1.111111111111111,1.0555555555555556,0.45058759324634956,False,gain,-4.999999999999983
bottom,DIS3_IS150_R,GFP,minus35,6,0.25938530086659045,"[138, 144]",6337,17,1.111111111111111,1.0555555555555556,0.35849326403092413,False,gain,-4.999999999999983
bottom,DIS3_IS150_R,GFP,minus35,6,0.26203785967608817,"[112, 118]",6344,10,1.111111111111111,1.0555555555555554,0.3592720340213033,False,gain,-5.000000000000003
bottom,DIS3_IS150_R,GFP,minus35,6,0.26203785967608817,"[111, 117]",6344,10,1.111111111111111,1.0555555555555554,0.3592720340213033,False,gain,-5.000000000000003
top,DIS3_IS150_R,GFP,minus35,6,0.20081363342445424,"[119, 125]",6340,14,1.111111111111111,1.0555555555555554,0.31494512292468363,False,gain,-5.000000000000003
top,DIS3_IS150_L,GFP,minus35,6,0.28677648041333437,"[13, 19]",3152,10,1.142857142857143,1.0833333333333335,0.3788925620006478,False,gain,-5.208333333333334
bottom,DIS3_IS150_L,GFP,minus10,6,0.28677648041333437,"[132, 138]",3152,10,1.142857142857143,1.0833333333333335,0.3788925620006478,False,gain,-5.208333333333334
bottom,DIS3_IS150_L,GFP,minus10,6,0.19002527312162654,"[141, 147]",3147,15,1.142857142857143,1.0833333333333333,0.30974765392322473,False,gain,-5.208333333333353
top,DIS3_IS150_L,mScarlet,minus35,6,0.4710972186768665,"[111, 117]",3148,14,1.111111111111111,1.0515873015873016,0.4855753837898671,False,gain,-5.357142857142839
top,dIS3_IS3_R,GFP,minus35,6,0.05458823538148139,"[97, 103]",76,1858,1.1180555555555554,1.1816179337231967,0.1586698041755059,False,loss,-5.379266542389099
bottom,dIS3_IS3_R,GFP,minus10,6,0.0165178106786282,"[116, 122]",89,1845,1.1246376811594203,1.1904761904761905,0.0750183901654364,False,loss,-5.530434782608693
bottom,DIS3_IS2_R,GFP,minus10,6,0.16817841066624006,"[144, 150]",4118,12,1.1303031710640405,1.066137566137566,0.2991914177030498,False,gain,-5.676849058653045
bottom,DIS3_IS150_R,GFP,minus10,6,0.11459751024177,"[57, 63]",6317,37,1.111111111111111,1.0476190476190477,0.2498225723270586,False,gain,-5.714285714285695
bottom,DIS3_IS150_R,GFP,minus10,6,0.04211100931563505,"[127, 133]",6343,11,1.111111111111111,1.0476190476190477,0.13701791090758866,False,gain,-5.714285714285695
top,DIS3_IS150_R,GFP,minus10,6,0.11459751024177,"[86, 92]",6317,37,1.111111111111111,1.0476190476190477,0.2498225723270586,False,gain,-5.714285714285695
bottom,DIS3_IS2_R,GFP,minus35,6,0.0915527825039632,"[123, 129]",4096,34,1.1317519709288002,1.0666666666666669,0.22425288298723572,False,gain,-5.750845232345339
bottom,dIS3_IS3_L,GFP,minus35,6,0.0013502359121804097,"[66, 72]",157,2870,1.0555555555555556,1.1218750000000002,0.01435860628562582,True,loss,-5.911482513153835
top,dIS3_IS3_R,GFP,minus35,6,0.13372378416290087,"[25, 31]",1872,62,1.1816179337231967,1.111111111111111,0.2623501555477112,False,gain,-5.96697296138047
top,dIS3_IS3_L,GFP,minus35,6,0.05342674720927417,"[60, 66]",3015,12,1.1156785243741767,1.0486425339366514,0.15633598512243985,False,gain,-6.0085400026076625
top,DIS3_IS150_L,mScarlet,minus10,6,0.09697395592229296,"[13, 19]",3148,14,1.111111111111111,1.0423280423280423,0.22854402584929584,False,gain,-6.1904761904761765
top,DIS3_IS150_R,GFP,minus35,6,0.04625510349093761,"[7, 13]",6335,19,1.111111111111111,1.0416666666666667,0.1430299654046014,False,gain,-6.249999999999979
top,DIS3_IS150_R,GFP,minus35,6,0.11611046104202843,"[39, 45]",6343,11,1.111111111111111,1.0416666666666667,0.2511079573123541,False,gain,-6.249999999999979
top,DIS3_IS150_R,GFP,minus10,6,0.24012696203956413,"[68, 74]",6344,10,1.111111111111111,1.0416666666666665,0.34439261660937487,False,gain,-6.249999999999998
bottom,DIS3_IS150_R,GFP,minus35,6,0.06708478700380796,"[59, 65]",6316,38,1.111111111111111,1.0404761904761906,0.17805450635555842,False,gain,-6.357142857142836
top,DIS3_IS150_L,mScarlet,minus35,6,0.051382450892225325,"[131, 137]",3148,14,1.111111111111111,1.0401109611635926,0.1531236597913297,False,gain,-6.390013495276653
bottom,DIS3_IS2_R,GFP,minus10,6,0.19394749890146867,"[28, 34]",4116,14,1.1303031710640405,1.0555555555555554,0.30974765392322473,False,gain,-6.613058993554762
top,DIS3_IS2_R,GFP,minus10,6,0.19394749890146867,"[115, 121]",4116,14,1.1303031710640405,1.0555555555555554,0.30974765392322473,False,gain,-6.613058993554762
bottom,dIS3_IS3_R,GFP,minus35,6,0.3342167250926313,"[105, 111]",1923,11,1.1798941798941798,1.1013986013986017,0.41040279996102913,False,gain,-6.652764276082627
bottom,DIS3_IS150_R,GFP,minus35,6,0.3235388088434435,"[57, 63]",6342,12,1.111111111111111,1.037037037037037,0.4053532202751189,False,gain,-6.666666666666657
bottom,DIS3_IS150_R,GFP,minus35,6,0.3235388088434435,"[58, 64]",6342,12,1.111111111111111,1.037037037037037,0.4053532202751189,False,gain,-6.666666666666657
bottom,DIS3_IS150_R,GFP,minus10,6,0.02016922548651578,"[92, 98]",6333,21,1.111111111111111,1.037037037037037,0.08537652730214447,False,gain,-6.666666666666657
bottom,dIS3_IS3_R,GFP,minus35,6,0.00711343080529464,"[131, 137]",120,1814,1.111111111111111,1.1904761904761905,0.050444332901562965,False,loss,-6.66666666666668
bottom,dIS3_IS3_L,GFP,minus10,6,0.20694630719574986,"[58, 64]",3016,11,1.1161725955204216,1.0416666666666667,0.31995953878491823,False,gain,-6.675126154572542
bottom,dIS3_IS3_R,GFP,minus35,6,0.0014547486764330863,"[100, 106]",157,1777,1.111111111111111,1.1923076923076923,0.014971003692398238,True,loss,-6.81003584229392
bottom,DIS3_IS150_R,GFP,minus10,6,0.04179640593964471,"[133, 139]",6325,29,1.111111111111111,1.0333333333333334,0.13701678939612852,False,gain,-6.999999999999976
top,dIS3_IS3_L,GFP,minus35,6,0.011114820119830414,"[5, 11]",2995,32,1.1188242651657283,1.0393518518518519,0.05775495827405119,False,gain,-7.103207875287225
bottom,dIS3_IS3_L,GFP,minus35,6,0.15222253112054035,"[55, 61]",3005,22,1.1166666666666667,1.0359848484848486,0.28453526172766386,False,gain,-7.225237449118037
bottom,DIS3_IS150_L,GFP,minus35,6,0.0016518075623851945,"[96, 102]",141,3021,1.0666666666666669,1.15,0.01600417993777655,True,loss,-7.246376811594178
top,DIS3_IS150_R,GFP,minus10,6,0.03202505690324091,"[57, 63]",6315,39,1.111111111111111,1.0277777777777777,0.11832987126960201,False,gain,-7.499999999999994
top,dIS3_IS3_R,GFP,minus35,6,0.15270929184466364,"[29, 35]",1916,18,1.1800512566137566,1.088888888888889,0.28453526172766386,False,gain,-7.725288813849045
top,dIS3_IS3_R,GFP,minus10,6,5.231825825592229e-05,"[45, 51]",172,1762,1.1,1.194407894736842,0.0010862266952181962,True,loss,-7.904158633985109
top,DIS3_IS150_R,GFP,minus35,6,0.025573070525864293,"[28, 34]",6332,22,1.111111111111111,1.0214646464646466,0.1004491779214129,False,gain,-8.06818181818179
bottom,DIS3_IS150_R,GFP,minus35,6,0.11907819531570707,"[64, 70]",6336,18,1.111111111111111,1.0208333333333335,0.25325899101291843,False,gain,-8.124999999999973
bottom,dIS3_IS3_R,GFP,minus35,6,0.02237316451045238,"[139, 145]",1907,27,1.1814814814814814,1.0833333333333333,0.09330425562507841,False,gain,-8.307210031347958
bottom,dIS3_IS3_L,GFP,minus10,6,0.03464789637995004,"[132, 138]",3000,27,1.1180541078915063,1.021505376344086,0.12259022478124479,False,gain,-8.635425679844573
top,dIS3_IS3_R,GFP,minus35,6,3.9479226493095796e-05,"[44, 50]",198,1736,1.0957935310876488,1.1996031746031746,0.0009080186998443487,True,loss,-8.653665288095436
bottom,dIS3_IS3_L,GFP,minus10,6,0.00984801185273004,"[70, 76]",2991,36,1.1188242651657283,1.0214947089947088,0.05649648904987233,False,gain,-8.699271118918958
bottom,DIS3_IS150_L,GFP,minus10,6,0.09408284955855717,"[33, 39]",3148,14,1.1431878306878307,1.0416666666666665,0.22575750987933813,False,gain,-8.880532253398915
top,DIS3_IS150_L,GFP,minus10,6,0.01045690594064518,"[13, 19]",3148,14,1.1441919191919192,1.0404411764705883,0.05775495827405119,False,gain,-9.067599672841984
bottom,dIS3_IS3_R,GFP,minus10,6,0.4432636750180309,"[103, 109]",1921,13,1.1795843045843046,1.0714285714285714,0.47068798971822934,False,gain,-9.168970181732641
bottom,DIS3_IS2_R,GFP,minus35,6,0.0980575011498051,"[144, 150]",4109,21,1.130952380952381,1.0256410256410255,0.2286260454615777,False,gain,-9.311740890688265
bottom,DIS3_IS2_R,GFP,minus35,6,0.18757299767931135,"[115, 121]",4117,13,1.1302334943639292,1.022222222222222,0.307450477399172,False,gain,-9.55654496883351
top,DIS3_IS150_R,GFP,minus35,6,0.022470061561085396,"[17, 23]",6338,16,1.111111111111111,1.0,0.09330425562507841,False,gain,-9.999999999999986
bottom,DIS3_IS150_R,GFP,minus10,6,0.00534105459420397,"[13, 19]",6339,15,1.111111111111111,1.0,0.04393773213345153,True,gain,-9.999999999999986
bottom,DIS3_IS150_R,GFP,minus35,6,0.03408521450701633,"[118, 124]",6337,17,1.111111111111111,1.0,0.12181273381195999,False,gain,-9.999999999999986
bottom,DIS3_IS150_R,GFP,minus35,6,0.0003928036059760548,"[126, 132]",6344,10,1.111111111111111,1.0,0.0059055990415710306,True,gain,-9.999999999999986
top,DIS3_IS150_R,GFP,minus10,6,0.12018992130672657,"[88, 94]",6324,30,1.111111111111111,1.0,0.2543825518919067,False,gain,-9.999999999999986
bottom,DIS3_IS150_L,mScarlet,minus10,6,0.0005779448855464091,"[33, 39]",3148,14,1.111111111111111,1.0,0.008128515164459173,True,gain,-9.999999999999986
bottom,DIS3_IS150_R,GFP,minus10,6,0.06113648025761438,"[21, 27]",6343,11,1.111111111111111,1.0,0.17045046465484193,False,gain,-9.999999999999986
top,DIS3_IS150_L,mScarlet,minus35,6,0.10660154810866629,"[18, 24]",3145,17,1.111111111111111,1.0,0.24207434883009635,False,gain,-9.999999999999986
top,DIS3_IS150_L,mScarlet,minus10,6,0.20486194516916606,"[57, 63]",3149,13,1.111111111111111,1.0,0.31877979085947566,False,gain,-9.999999999999986
top,DIS3_IS150_L,mScarlet,minus10,6,0.04675996399505214,"[110, 116]",3151,11,1.111111111111111,1.0,0.14357284719607558,False,gain,-9.999999999999986
bottom,DIS3_IS2_R,GFP,minus35,6,0.03486510980017054,"[44, 50]",4118,12,1.1311681982734614,1.0151515151515151,0.12259022478124479,False,gain,-10.256360044335251
bottom,dIS3_IS3_L,GFP,minus35,6,0.013671175734905146,"[46, 52]",3016,11,1.1166666666666667,1.0,0.06550145736723785,False,gain,-10.447761194029853
top,dIS3_IS3_L,GFP,minus35,6,0.024492122626764177,"[144, 150]",3013,14,1.1166666666666667,1.0,0.09796849050705671,False,gain,-10.447761194029853
bottom,dIS3_IS3_R,GFP,minus35,6,0.08673059850603382,"[140, 146]",1918,16,1.1810185185185185,1.0571799870045484,0.2148553462990383,False,gain,-10.485740026271085
bottom,dIS3_IS3_R,GFP,minus35,6,0.037706299666428585,"[54, 60]",1918,16,1.1800512566137566,1.0555555555555554,0.12843708323877237,False,gain,-10.550024870567979
top,dIS3_IS3_R,GFP,minus10,6,0.06137780493305088,"[7, 13]",1916,18,1.1803819444444446,1.0550682261208577,0.17045046465484193,False,gain,-10.616370312455658
bottom,dIS3_IS3_L,GFP,minus35,6,1.904733597070307e-05,"[134, 140]",2949,78,1.121212121212121,1.0,0.0005536425655484359,True,gain,-10.810810810810802
top,DIS3_IS2_R,GFP,minus10,6,0.1852667032205006,"[131, 137]",4120,10,1.1306626143582665,1.0057471264367814,0.3048161607703331,False,gain,-11.047989589041444
top,DIS3_IS150_L,GFP,minus35,6,0.04565239580814592,"[111, 117]",3148,14,1.1431878306878307,1.0119047619047619,0.1430299654046014,False,gain,-11.483945617587509
bottom,DIS3_IS2_R,GFP,minus10,6,0.06374177478235941,"[82, 88]",4119,11,1.130372847764152,1.0,0.17248318138395471,False,gain,-11.533614596460454
top,DIS3_IS2_R,GFP,minus10,6,0.06374177478235941,"[61, 67]",4119,11,1.130372847764152,1.0,0.17248318138395471,False,gain,-11.533614596460454
bottom,DIS3_IS2_R,GFP,minus35,6,0.02428265395006555,"[12, 18]",4119,11,1.130952380952381,1.0,0.09796849050705671,False,gain,-11.578947368421051
top,DIS3_IS2_R,GFP,minus10,6,0.00980938450725538,"[49, 55]",4118,12,1.1311681982734614,1.0,0.05649648904987233,False,gain,-11.595817357106366
bottom,DIS3_IS2_R,GFP,minus10,6,0.008542873409371158,"[38, 44]",4113,17,1.131384015594542,1.0,0.0534655056578183,False,gain,-11.612680909717447
bottom,DIS3_IS2_R,GFP,minus10,6,0.0020732816483060097,"[117, 123]",4119,11,1.131559497413156,1.0,0.019232995716200428,True,gain,-11.626387981711302
top,DIS3_IS150_L,GFP,minus35,6,0.0958199596189917,"[18, 24]",3145,17,1.142857142857143,1.0,0.22705164344500206,False,gain,-12.50000000000001
top,DIS3_IS150_L,GFP,minus10,6,0.03642652104597504,"[110, 116]",3151,11,1.1435185185185184,1.0,0.12559333740095713,False,gain,-12.550607287449381
top,DIS3_IS150_L,GFP,minus10,6,0.0003149409340025464,"[31, 37]",3132,30,1.1445261437908498,1.0,0.004904080258039651,True,gain,-12.627596545078177
top,DIS3_IS150_L,GFP,minus10,6,0.0007340369681163957,"[62, 68]",3110,52,1.1445261437908498,1.0,0.008890003280520793,True,gain,-12.627596545078177
bottom,DIS3_IS150_L,GFP,minus10,6,0.00016553993678466373,"[112, 118]",3131,31,1.1446078431372548,1.0,0.003138061410352756,True,gain,-12.633832976445392
bottom,dIS3_IS3_R,GFP,minus10,6,0.002960682014692178,"[122, 128]",1920,14,1.1810185185185185,1.0,0.0258939937257483,True,gain,-15.327322618580947
